value,description,codesystem,code,iri
Straddling atrioventricular valve,Anomalous insertion of the chordae tendinae or papillary muscles into the contralateral ventricle in the presence of a ventricular septum defect.,HP,HP:0011562,http://purl.obolibrary.org/obo/HP_0011562
Abnormal ventriculoarterial connection,An abnormality of the circulatory connection between the ventricles and the pulmonary artery and aorta.,HP,HP:0011563,http://purl.obolibrary.org/obo/HP_0011563
Mitral valve arcade,"Anomalous mitral valve arcade is diagnosed based on the following features (1) An adequately sized mitral valve orifice; (2) short, thick, and poorly differentiated chordae with direct union of the papillary muscles to the anterior leaflet; (3) narrow or nearly nonexistent spaces between the abnormal chordae; and (4) greater differentiation of the chordae attached to the posterior papillary muscle.",HP,HP:0011564,http://purl.obolibrary.org/obo/HP_0011564
Common atrium,Complete absence of the interatrial septum with common atrioventricular valve and two atrioventricular connections.,HP,HP:0011565,http://purl.obolibrary.org/obo/HP_0011565
Cor triatriatum dexter,"A congenital anomaly with partitioning of the right atrium to form a triatrial heart caused by persistence of the right valve of the sinus venosus. Typically, the right atrial partition is due to exaggerated fetal eustachian and thebesian valves, which together form an incomplete septum across the lower part of the atrium. This septum may range from a reticulum to a substantial sheet of tissue.",HP,HP:0011566,http://purl.obolibrary.org/obo/HP_0011566
Sinus venosus atrial septal defect,"An interatrial communication caused by a deficiency of the common wall between the superior vena cava (SVC) and the right-sided pulmonary veins. SVASD is commonly associated with anomalous pulmonary venous connection (APVC) of some or all of the pulmonary veins, which produces additional left-to-right shunting.",HP,HP:0011567,http://purl.obolibrary.org/obo/HP_0011567
Double orifice mitral valve,The left atrio-ventricular connection consists of two anatomically distinct orifices separated by accessory fibrous tissue.,HP,HP:0011568,http://purl.obolibrary.org/obo/HP_0011568
Cleft anterior mitral valve leaflet,Cleft in the anterior mitral valve leaflet not associated with an atrioventricular canal defect.,HP,HP:0011569,http://purl.obolibrary.org/obo/HP_0011569
Congenital mitral stenosis,Mitral stenosis with congenital onset.,HP,HP:0011570,http://purl.obolibrary.org/obo/HP_0011570
Parachute mitral valve,"Abnormality of the mitral valve apparatus, whereby chordae attach to a single papillary muscle or hypoplastic papillary muscles.",HP,HP:0011571,http://purl.obolibrary.org/obo/HP_0011571
Supramitral ring,A congenital stenotic mitral valvular anomaly with a ring of tissue above the mitral valve.,HP,HP:0011572,http://purl.obolibrary.org/obo/HP_0011572
Hypoplastic tricuspid valve,Congenital defect characterized by underdevelopment of the tricuspid valve.,HP,HP:0011573,http://purl.obolibrary.org/obo/HP_0011573
Imperforate atrioventricular valve,An atrioventricular valve that has failed to open (atretic).,HP,HP:0011574,http://purl.obolibrary.org/obo/HP_0011574
Imperforate tricuspid valve,A tricuspid valve that has failed to open.,HP,HP:0011575,http://purl.obolibrary.org/obo/HP_0011575
Intermediate atrioventricular canal defect,"A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and inlet ventricular defect. There is one valve annulus and two valve orifices.",HP,HP:0011576,http://purl.obolibrary.org/obo/HP_0011576
Partial atrioventricular canal defect,A specific combination of heart defects including a primum atrial septal defect and cleft anterior mitral valve leaflet. There is not an inlet ventricular septal defect present. There are two valve annuluses and two valve orifices.,HP,HP:0011577,http://purl.obolibrary.org/obo/HP_0011577
Transitional atrioventricular canal defect,"A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and an inlet ventricular septal defect. There are two valve annuli and two valve orifices.",HP,HP:0011578,http://purl.obolibrary.org/obo/HP_0011578
Unbalanced atrioventricular canal defect,"Anatomic features of unbalanced atrioventricular septal defect (AVSD) include varying amounts of ventricular hypoplasia, as well as malalignment of the atrioventricular junction. In complete AVSD, the common AV valve can be situated either equally over the right and left ventricles (balanced) or unequally over the ventricles (unbalanced).",HP,HP:0011579,http://purl.obolibrary.org/obo/HP_0011579
Short chordae tendineae of the mitral valve,Abnormally short chordae tendineae of the mitral valve.,HP,HP:0011580,http://purl.obolibrary.org/obo/HP_0011580
Double outlet left ventricle,A congenital defect of heart development characterized by origin of both pulmonary artery and aorta from the morphological left ventricle.,HP,HP:0011581,http://purl.obolibrary.org/obo/HP_0011581
Abdominal ectopia cordis,Displacement of the heart outside the thoracic cavity and into the abdomen.,HP,HP:0011582,http://purl.obolibrary.org/obo/HP_0011582
Cervical ectopia cordis,A type of ectopia cordis with the heart partially in the cervical region and without a defect of the sternum.,HP,HP:0011583,http://purl.obolibrary.org/obo/HP_0011583
Thoracocervical ectopia cordis,A type of ectopia cordis with the heart partially in the cervical region with a defect of the superior portion of the sternum.,HP,HP:0011584,http://purl.obolibrary.org/obo/HP_0011584
Thoracic ectopia cordis,Congenital malformation of the thoracic wall with partial or total displacement of the heart outside the thoracic cavity. This feature is associated with sternal cleft or absence of the sternum.,HP,HP:0011585,http://purl.obolibrary.org/obo/HP_0011585
Thoracoabdominal ectopia cordis,Congenital malformation of the ventral wall with partial or total evisceration of the heart outside the thoracic cavity and displacement partially into the abdominal cavity.,HP,HP:0011586,http://purl.obolibrary.org/obo/HP_0011586
Abnormal branching pattern of the aortic arch,"A deviance from the norm of the origin or course of the right brachiocephalic artery, the left common carotid artery, the left subclavian artery or the proximal vertebral arteries.",HP,HP:0011587,http://purl.obolibrary.org/obo/HP_0011587
Cervical aortic arch,The aortic arch extends into the soft tissues of the neck before turning down into to become the descending aorta.,HP,HP:0011588,http://purl.obolibrary.org/obo/HP_0011588
Common origin of the right brachiocephalic artery and left common carotid artery,The left common carotid artery has a common origin with the innominate artery.,HP,HP:0011589,http://purl.obolibrary.org/obo/HP_0011589
Double aortic arch,"A conenital abnormality of the aortic arch in which the two embryonic aortc arches form a vascular ring that surrounds the trachea or esophagus and then join to form the descending aorta. Double aortic arch can cause symptoms because of compression of the esophagus (dysphagia, cyanosis while eating) or trachea (stridor).",HP,HP:0011590,http://purl.obolibrary.org/obo/HP_0011590
Left aortic arch with cervical origin of the right subclavian artery,,HP,HP:0011591,http://purl.obolibrary.org/obo/HP_0011591
Left aortic arch with isolated subclavian artery,"The subclavian artery arises from ductus arteriosus. While the ductus arteriosus is patent its blood supply comes from the ductus, hence from the pulmonary artery. After it closes, the blood supply is retrogradely from the vertebral artery via the circle of Willis.",HP,HP:0011592,http://purl.obolibrary.org/obo/HP_0011592
Left aortic arch with retroesophageal diverticulum of Kommerell,A patent ductus arteriosus or ductal ligament completes the ring.,HP,HP:0011593,http://purl.obolibrary.org/obo/HP_0011593
Right aortic arch with retroesophageal diverticulum of Kommerell,"Aortic arch crosses the right mainstem bronchus. The left carotid artery is the first branch, right carotid artery the second branch and right subclavian artery as the third branch.",HP,HP:0011594,http://purl.obolibrary.org/obo/HP_0011594
Left aortic arch with retroesophageal right subclavian artery,"Aortic arch crosses the left mainstem bronchus. The first branch is the right carotid artery, the second branch is the left carotid artery, the third branch is the subclavian artery, the fourth branch is the right subclavian artery arising from the posteromedial aspect of the distal aortic arch and continuing posterior to the esophagus to the right hand side of the body.",HP,HP:0011595,http://purl.obolibrary.org/obo/HP_0011595
Left aortic arch with right descending aorta and right ductus arteriosus,The ring may be completed by the ductal ligament.,HP,HP:0011596,http://purl.obolibrary.org/obo/HP_0011596
Right aortic arch with left descending aorta and left ductus arteriosus,,HP,HP:0011597,http://purl.obolibrary.org/obo/HP_0011597
Right aortic arch with retroesophageal left subclavian artery,,HP,HP:0011598,http://purl.obolibrary.org/obo/HP_0011598
Mesocardia,Mesocardia is an abnormal location of the heart in which the heart is in a midline position and the longitudinal axis of the heart lies in the mid-sagittal plane.,HP,HP:0011599,http://purl.obolibrary.org/obo/HP_0011599
Abnormal direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex. Left sided is normal.,HP,HP:0011600,http://purl.obolibrary.org/obo/HP_0011600
Rightward direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex towards the right. Left sided is normal.,HP,HP:0011601,http://purl.obolibrary.org/obo/HP_0011601
Midline direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex in the midline. Left sided is normal.,HP,HP:0011602,http://purl.obolibrary.org/obo/HP_0011602
Congenital malformation of the great arteries,Defect or defects of the morphogenesis of the aorta and pulmonary arteries.,HP,HP:0011603,http://purl.obolibrary.org/obo/HP_0011603
Aortopulmonary window,A congenital anomaly with an abnormal connection between the aorta and the main pulmonary artery resulting in an aortopulmonary shunt.,HP,HP:0011604,http://purl.obolibrary.org/obo/HP_0011604
Congenitally corrected transposition of the great arteries with ventricular septal defect,A congenitally corrected transposition of the great arteries with a ventricular septal defect: a hole between the two bottom chambers (ventricles) of the heart. The ventricular septal defect is centered around the most superior aspect of the ventricular septum.,HP,HP:0011605,http://purl.obolibrary.org/obo/HP_0011605
obsolete Transposition of the great arteries with intact ventricular septum,,HP,HP:0011606,http://purl.obolibrary.org/obo/HP_0011606
obsolete Transposition of the great arteries with ventricular septal defect,,HP,HP:0011607,http://purl.obolibrary.org/obo/HP_0011607
Type II truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) with each pulmonary artery arising separate from each other on the posterior or lateral aspect of the truncus.",HP,HP:0011608,http://purl.obolibrary.org/obo/HP_0011608
Type III truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby one of the two pulmonary artery branched does not arise from the common pulmonary trunk, but instead from the ductus arteriosus or directly from the aorta.",HP,HP:0011609,http://purl.obolibrary.org/obo/HP_0011609
Type IV truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby the aortic arch is hypoplastic or interrupted, and a large patent ductus arteriosus is present.",HP,HP:0011610,http://purl.obolibrary.org/obo/HP_0011610
Interrupted aortic arch,Non-continuity of the arch of aorta with an atretic point or absent segment.,HP,HP:0011611,http://purl.obolibrary.org/obo/HP_0011611
Interrupted aortic arch type A,Non-continuity of the aortic arch with an atretic point or absent segment at the level of the isthmus.,HP,HP:0011612,http://purl.obolibrary.org/obo/HP_0011612
Interrupted aortic arch type B,Non-continuity of the aortic arch with an atretic point or absent segment between the left carotid and subclavian arteries.,HP,HP:0011613,http://purl.obolibrary.org/obo/HP_0011613
Interrupted aortic arch type C,Non-continuity of the aortic arch with an atretic point or absent segment between the innominate and left carotid arteries.,HP,HP:0011614,http://purl.obolibrary.org/obo/HP_0011614
Abnormal pulmonary situs morphology,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, which is defined by characteristics such as the number of lobes per lung and the relationship of the pulmonary arteries to their bronchi.",HP,HP:0011615,http://purl.obolibrary.org/obo/HP_0011615
Pulmonary situs inversus,Mirror image arrangement of the mainstem bronchi with the right pulmonary artery posterior to the right upper lobe bronchus and the left pulmonary artery anterior to the left upper lobe bronchus.,HP,HP:0011616,http://purl.obolibrary.org/obo/HP_0011616
Pulmonary situs ambiguus,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which the morphology of both left and right lungs is the same.",HP,HP:0011617,http://purl.obolibrary.org/obo/HP_0011617
Pulmonary situs ambiguus with bilateral morphologic right lungs,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which both lungs have the morphology of a right lung.",HP,HP:0011618,http://purl.obolibrary.org/obo/HP_0011618
Pulmonary situs ambiguus with bilateral morphologic left lungs,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which both lungs have the morphology of a left lung.",HP,HP:0011619,http://purl.obolibrary.org/obo/HP_0011619
Abnormality of abdominal situs,"An abnormality of the abdominal situs, i.e., of the sidedness of the abdomen and its organs.",HP,HP:0011620,http://purl.obolibrary.org/obo/HP_0011620
Gerbode ventricular septal defect,A type of ventricular septal defect communicating directly between the left ventricle and right atrium. This is anatomically possible because the normal tricuspid valve is more apically displaced than the mitral valve.,HP,HP:0011621,http://purl.obolibrary.org/obo/HP_0011621
Inlet ventricular septal defect,A ventricular septal defect that involves the inlet of the right ventricular septum immediately inferior to the AV valve apparatus.,HP,HP:0011622,http://purl.obolibrary.org/obo/HP_0011622
Muscular ventricular septal defect,The trabecular septum is the largest part of the interventricular septum. It extends from the membranous septum to the apex and superiorly to the infundibular septum. A defect in the trabecular septum is called muscular VSD if the defect is completely rimmed by muscle.,HP,HP:0011623,http://purl.obolibrary.org/obo/HP_0011623
Apical muscular ventricular septal defect,A muscular ventricular septal defect located at the apex of the heart.,HP,HP:0011624,http://purl.obolibrary.org/obo/HP_0011624
Multiple muscular ventricular septal defects,A type of muscular ventricular septal defect characterized by the presence of multiple small defects in the ventricular septum.,HP,HP:0011625,http://purl.obolibrary.org/obo/HP_0011625
Scimitar anomaly,Right pulmonary venous return to the inferior vena cava.,HP,HP:0011626,http://purl.obolibrary.org/obo/HP_0011626
Aorto-ventricular tunnel,"Aorto-ventricular tunnel is a congenital, extracardiac channel which connects the ascending aorta above the sinutubular junction to the cavity of the left, or (less commonly) right ventricle.",HP,HP:0011627,http://purl.obolibrary.org/obo/HP_0011627
Congenital defect of the pericardium,A developmental defect of the pericardium with congenital onset.,HP,HP:0011628,http://purl.obolibrary.org/obo/HP_0011628
Total absence of the pericardium,"No pericardium around the heart, occurring as a congenital defect, not the result of a surgical pericardectomy.",HP,HP:0011629,http://purl.obolibrary.org/obo/HP_0011629
Complete diaphragmatic absence of pericardium,"No pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart.",HP,HP:0011630,http://purl.obolibrary.org/obo/HP_0011630
Complete right sided absence of pericardium,No pericardium is present on the righthand side of the heart. It is a congenital absence of pericardium rather than the result of a pericardectomy.,HP,HP:0011631,http://purl.obolibrary.org/obo/HP_0011631
Partial right sided absence of pericardium,A congenital anomaly with lack of part of the pericardium on the righthand side of the heart.,HP,HP:0011632,http://purl.obolibrary.org/obo/HP_0011632
Complete left sided absence of pericardium,A congenital anomaly with complete lack of the pericardium on the lefthand side of the heart.,HP,HP:0011633,http://purl.obolibrary.org/obo/HP_0011633
Partial left sided absence of pericardium,A congenital anomaly with lack of part of the pericardium on the lefthand side of the heart.,HP,HP:0011634,http://purl.obolibrary.org/obo/HP_0011634
Partial diaphragmatic absence of pericardium,"Lack of a part of the pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart.",HP,HP:0011635,http://purl.obolibrary.org/obo/HP_0011635
Abnormal coronary artery origin,Isolated abnormalities of the coronary artery origins. This may be in associated with other structural heart malformations but not the patterns of complex structural heart malformations which result in abnormal course of the coronary arteries.,HP,HP:0011636,http://purl.obolibrary.org/obo/HP_0011636
Anomalous origin of coronary artery from the pulmonary artery,A coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta.,HP,HP:0011637,http://purl.obolibrary.org/obo/HP_0011637
Anomalous origin of left coronary artery from the pulmonary artery,"Left main coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the left cusp of the aortic valve.",HP,HP:0011638,http://purl.obolibrary.org/obo/HP_0011638
Anomalous origin of right coronary artery from the pulmonary artery,"Right coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the right cusp of the aortic valve.",HP,HP:0011639,http://purl.obolibrary.org/obo/HP_0011639
Single coronary artery origin,The presence of a single coronary artery ostium from which both coronary arteries arise.,HP,HP:0011640,http://purl.obolibrary.org/obo/HP_0011640
Coronary artery fistula,A congenital malformation with abnormal connection between one of the coronary arteries and a heart chamber or another blood vessel.,HP,HP:0011641,http://purl.obolibrary.org/obo/HP_0011641
Abnormal coronary sinus morphology,"An abnormality of the coronary sinus, which is formed by the union of the great cardiac vein and the left marginal vein and terminates in the right atrium. The coronary sinus functions to o collect deoxygenated blood from the myocardium of the heart and drain it into the right atrium.",HP,HP:0011642,http://purl.obolibrary.org/obo/HP_0011642
Coronary sinus atrial septal defect,"An atrial septal defect characterized by a deficiency in the tissue separating the coronary sinus from the left atrium (LA). This results in partial or complete unroofing of the coronary sinus leading to a predominantly left-to-right shunt through the coronary sinus (LA to coronary sinus to right atrium [RA]). The orifice of the ostium is frequently large because of the increased flow. From the RA side, the defect is located at the level of the coronary sinus ostium and may also include some deficiency in atrial tissue around the ostium. From the LA side, the size can be variable depending on the degree of unroofing of the coronary sinus.",HP,HP:0011643,http://purl.obolibrary.org/obo/HP_0011643
Coronary sinus diverticulum,"A venous pouch within the left ventricular wall, with a neck opening into the coronary sinus.",HP,HP:0011644,http://purl.obolibrary.org/obo/HP_0011644
Dilatation of the sinus of Valsalva,"Abnormal outpouching or sac-like dilatation of one of the anatomic dilations of the ascending aorta, which occurs just above the aortic valve.",HP,HP:0011645,http://purl.obolibrary.org/obo/HP_0011645
Juxtaductal coarctation of the aorta,"Narrowing or constriction of the aorta localized at the insertion of the ductus arteriosus, i.e., to the juxtaductal region of aortic arch.",HP,HP:0011646,http://purl.obolibrary.org/obo/HP_0011646
Postductal coarctation of the aorta,"Narrowing or constriction of the aorta localized distal to the ductus arteriosus, i.e., to the postductal region of aortic arch.",HP,HP:0011647,http://purl.obolibrary.org/obo/HP_0011647
Patent ductus arteriosus after birth at term,Abnormal persistent patency of the ductus arteriosus in postnatal life when birth was at 37 completed weeks of gestation or greater.,HP,HP:0011648,http://purl.obolibrary.org/obo/HP_0011648
Patent ductus arteriosus after premature birth,Abnormal persistent patency of the ductus arteriosus when birth was at less than 37 weeks completed gestation.,HP,HP:0011649,http://purl.obolibrary.org/obo/HP_0011649
Bilateral ductus arteriosus,The presence of both a left and a right ductus arteriosus.,HP,HP:0011650,http://purl.obolibrary.org/obo/HP_0011650
Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis,"A double outlet right ventricle with a subaortic ventritricular septal defect (a hole between the two bottom chambers (ventricles) of the heart), that extends anterosuperiorly and are closely related to the pulmonary artery as well, are considered to be doubly committed. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011651,http://purl.obolibrary.org/obo/HP_0011651
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,"A double outlet right ventricle with a subaortic ventritricular septal defect (a hole between the two bottom chambers (ventricles) of the heart), that extends anterosuperiorly and are closely related to the pulmonary artery as well, are considered to be doubly committed. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011652,http://purl.obolibrary.org/obo/HP_0011652
Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,"A double outlet right ventricle with a non-committed ventricular septal defect (VSD), which is a VSD that is anatomically related to, or close to, neither great vessel, being separated from both by considerable muscle, and also has a pulmonary stenosis; abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011653,http://purl.obolibrary.org/obo/HP_0011653
Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis,"A double outlet right ventricle with a non-committed ventricular septal defect (VSD), which is a VSD that is anatomically related to, or close to, neither great vessel, being separated from both by considerable muscle, but there is not accompanying pulmonary stenosis; the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011654,http://purl.obolibrary.org/obo/HP_0011654
Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the aortic origin. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011655,http://purl.obolibrary.org/obo/HP_0011655
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the aortic origin. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011656,http://purl.obolibrary.org/obo/HP_0011656
Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the pulmonary origin. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011657,http://purl.obolibrary.org/obo/HP_0011657
Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the pulmonary origin. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.",HP,HP:0011658,http://purl.obolibrary.org/obo/HP_0011658
Tetralogy of Fallot with absent pulmonary valve,Features of tetralogy of Fallot with either rudimentary ridges or the complete absence of pulmonic valve tissue.,HP,HP:0011659,http://purl.obolibrary.org/obo/HP_0011659
Anomalous origin of one pulmonary artery from ascending aorta,Anomalous origin of one pulmonary artery from the ascending aorta with the contralateral pulmonary artery arising from the right ventricle.,HP,HP:0011660,http://purl.obolibrary.org/obo/HP_0011660
Anomalous origin of left pulmonary artery from ascending aorta,The left pulmonary artery originates from the ascending aorta in the presence of a pulmonary valve and main pulmonary artery.,HP,HP:0011661,http://purl.obolibrary.org/obo/HP_0011661
Tricuspid atresia,Failure to develop of the tricuspid valve and thus lack of the normal connection between the right atrium and the right ventricle.,HP,HP:0011662,http://purl.obolibrary.org/obo/HP_0011662
Right ventricular cardiomyopathy,"Right ventricular dysfunction (global or regional) with functional and morphological right ventricular abnormalities, with or without left ventricular disease.",HP,HP:0011663,http://purl.obolibrary.org/obo/HP_0011663
Left ventricular noncompaction cardiomyopathy,"Left ventricular non-compaction (LVNC) is characterized by prominent left ventricular trabeculae and deep inter-trabecular recesses. The myocardial wall is often thickened with a thin, compacted epicardial layer and a thickened endocardial layer. In some patients, LVNC is associated with left ventricular dilatation and systolic dysfunction, which can be transient in neonates.",HP,HP:0011664,http://purl.obolibrary.org/obo/HP_0011664
Takotsubo cardiomyopathy,"Transient left ventricular apical ballooning syndrome or takotsubo cardiomyopathy is characterized by transient regional systolic dysfunction involving the left ventricular apex and/or mid-ventricle in the absence of obstructive coronary disease on coronary angiography. Patients present with an abrupt onset of angina-like chest pain, and have diffuse T-wave inversion, sometimes preceded by ST-segment elevation, and mild cardiac enzyme elevation.",HP,HP:0011665,http://purl.obolibrary.org/obo/HP_0011665
Absent right superior vena cava,"Absence of the right superior vena cava (RSVC). An absent RSVC is always associated with a persistent left superior vena cava (PLSVC). During normal fetal development, the left-sided anterior venous cardinal system regresses, leaving the coronary sinus (CS) and the ligament of Marshall. Failure of the closure of the left anterior cardinal vein results in PLSVC. In general, PLSVC is associated with the right superior vena cava (RSVC) and drains into the RA via a dilated CS. When developmental arrest occurs at an earlier stage, the CS is absent and the PLSVC drains into the left atrium.",HP,HP:0011666,http://purl.obolibrary.org/obo/HP_0011666
Bilateral superior vena cava with bridging vein,,HP,HP:0011667,http://purl.obolibrary.org/obo/HP_0011667
Bilateral superior vena cava with no bridging vein,,HP,HP:0011668,http://purl.obolibrary.org/obo/HP_0011668
Left superior vena cava draining directly to the left atrium,"A persistent left superior vena cava (PLSVC) that drains into the left atrium instead of the right atrium via the coronary sinus, resulting in a right to left sided shunt.",HP,HP:0011669,http://purl.obolibrary.org/obo/HP_0011669
Left superior vena cava draining to coronary sinus,A persistent left superior vena cava (PLSVC) that drains into the right atrium via the coronary sinus. This is the case in 80-92% of cases of PLSVC and results in no hemodynamic consequence.,HP,HP:0011670,http://purl.obolibrary.org/obo/HP_0011670
Interrupted inferior vena cava with azygous continuation,"Interrupted inferior vena cava with azygous continuation is the result of connection failure between the right subcardinal vein and the right vitelline vein. Consequently, venous blood from the caudal part of the body reaches the heart via the azygous vein and superior vena cava.",HP,HP:0011671,http://purl.obolibrary.org/obo/HP_0011671
Cardiac myxoma,"A myxoma (tumor of primitive connective tissue) of the heart. Cardiac myxomas consist of stellate to plump, cytologically bland mesenchymal cells set in a myxoid stroma. Cardiac myxomas are of endocardial origina and general project from the endocardium into a cardiac chamber.",HP,HP:0011672,http://purl.obolibrary.org/obo/HP_0011672
Cardiac hemangioma,Abnormal proliferation of blood vessels within the cardiac cavities attached to the endocardium.,HP,HP:0011673,http://purl.obolibrary.org/obo/HP_0011673
Cardiac teratoma,"A teratoma within the heart. Most commonly, these tumors are detected in the pericardial cavity attached to the pulmonary artery and aorta. The tumour size within the heart varies from 2 to 9 cm in diameter, and intrapericardial tumors as large as 15 cm have been reported. Intracardiac tumors arise from the atrial or ventricular wall as nodular masses protruding into the cardiac chambers. Cardiac and pericardial teratomas are easily detected in the fetus and neonate by two-dimensional echocardiography as heterogeneous and encapsulated cystic masses. Histologically, cardiac teratomas contain multiple immature elements including epithelium, neuroglial tissue, thyroid, pancreas, smooth and skeletal muscle, cartilage and bone.",HP,HP:0011674,http://purl.obolibrary.org/obo/HP_0011674
Arrhythmia,Any cardiac rhythm other than the normal sinus rhythm. Such a rhythm may be either of sinus or ectopic origin and either regular or irregular. An arrhythmia may be due to a disturbance in impulse formation or conduction or both.,HP,HP:0011675,http://purl.obolibrary.org/obo/HP_0011675
Tetralogy of Fallot with absent subarterial conus,,HP,HP:0011676,http://purl.obolibrary.org/obo/HP_0011676
Tetralogy of Fallot with atrioventricular canal defect,,HP,HP:0011677,http://purl.obolibrary.org/obo/HP_0011677
Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries,A type of tetralogy of Fallot with pulmonary atresia in which all pulmonary blood flow is derived from major aortopulmonary collateral arteries (MAPCA).,HP,HP:0011678,http://purl.obolibrary.org/obo/HP_0011678
Tetralogy of Fallot with pulmonary stenosis,"The commonest form of tetralogy of Fallot characterized by pulmonary stenosis, overriding aorta, ventricular septum defect, and right ventricular hypertrophy, without pulmonary atresia, absent pulmonary valve, atrioventricular canal defect or absent subarterial conus.",HP,HP:0011679,http://purl.obolibrary.org/obo/HP_0011679
Single ventricle of indeterminate morphology,,HP,HP:0011680,http://purl.obolibrary.org/obo/HP_0011680
Subarterial ventricular septal defect,A ventricular septal defect that lies beneath the semilunar valve(s) in the conal or outlet septum.,HP,HP:0011681,http://purl.obolibrary.org/obo/HP_0011681
Perimembranous ventricular septal defect,"A ventricular septal defect that is confluent with and involves the membranous septum and is bordered by an atrioventricular valve, not including the type 3 VSDs.",HP,HP:0011682,http://purl.obolibrary.org/obo/HP_0011682
Restrictive ventricular septal defect,Any ventricular septal defect (VSD) that is small enough to restrict flow across it such that a pressure gradient exists between the two sides of the VSD.,HP,HP:0011683,http://purl.obolibrary.org/obo/HP_0011683
Non-restrictive ventricular septal defect,Any ventricular septal defect (VSD) that does not restrict flow across it sufficiently to generate a pressure gradient between the two sides of the VSD.,HP,HP:0011684,http://purl.obolibrary.org/obo/HP_0011684
Infra-aortic superior vena cava,The superior vena cava passes below the aortic arch.,HP,HP:0011685,http://purl.obolibrary.org/obo/HP_0011685
Abnormal coronary artery course,An abnormal path of a coronary artery.,HP,HP:0011686,http://purl.obolibrary.org/obo/HP_0011686
AV nodal tachycardia,A type of supraventricular tachycardia that originates in the atrioventricular node.,HP,HP:0011687,http://purl.obolibrary.org/obo/HP_0011687
Supraventricular tachycardia with an accessory connection mediated pathway,"Supraventricular tachycardia in which an accessory pathway connecting the atria and ventricles, apart from the AV node, participates as a necessary part of a reentrant mechanism.",HP,HP:0011688,http://purl.obolibrary.org/obo/HP_0011688
